en,zh
Pu Zhiqiang  raid,浦志强＋抄家
Pu Zhiqiangbe searched,浦志强＋被抄
Pu Zhiqianglawyer,浦志强＋律师
Pu Zhiqianglose contact,浦志强＋失联
Pu Zhiqiangmissing,浦志强＋失踪
Pu Zhiqiangsearch home and confiscate property,浦志强＋抄家
Pu Zhiquiang ,浦志强
Pubes,阴毛
Pubes,陰毛
Public bus,公交
Public intellectuals,公共知识分子
Public opinion,舆论
Public opinion flyers,“民意传单”
Public opinion flyers/pamphlets,民意传单
public security ,公安
public servant ,公务员
public square,广场
Public used bodies to obstruct military vehicles,民众以身堵截军车
Publicity Department of the CPC Central Committee ,中共中央宣傳部
Publicity Department of the CPC Central Committee ,中共中央宣传部
Pulawyerlose contact,浦＋律师＋失联
Pulawyermissing,浦＋律师＋失踪
Pulaywersearch home and confiscate property,浦＋律师＋抄家
punish for one's words,因言获罪
punish for one's words ,因言获罪
Punish the Best Actor's family,严惩影帝家族
Punkgod,盘古乐队
Punkgod,盘古乐队
Push oil,推油
Pussy,小穴
Putin is your daddy,普京是你爹
Putin is your daddy ,普京是你爹
puzhiqiang,puzhiqiang
PW legendary rumor,传奇外传私服
PX,PX
px,px
PX paraxylene,PX
pyramid schemes,传销
PZQ,PZQ
Qazvin,加兹温
QBZ-95,95式自动步枪
QBZ-95,95式自动步枪
QD,QD
QDong,Q东
Qi An'an,齐安安
Qi An'an ,齐安安
Qi Bridge ,齊橋橋
Qi Qiaoqiao,齐桥桥
Qi Qiaoqiao,齐桥桥
Qi Zhiyong ,齐志勇
Qi Zhiyong ,齊志勇
Qian,钱其琛
Qian Xiaoqian,钱小芊
Qian Xiaoqian,钱小芊
Qian Yao Zhi,钱尧志
Qian Yunlu ,钱运录
Qiangba Puncog,向巴平措
Qiangba Puncog ,向巴平措
Qiao Shi,乔石
Qiao Shi,乔石
QiD,启D
QiD,启D
Qidong,启冬
Qidong,起东
Qidong,启东
Qidong,启东
Qidong,启冬
qiEast,qi东
"qiegao  160,000",切糕16万
Qijiang,綦江
Qijiang,綦江
Qilu Petrochemicals,齐鲁石化
Qilu Petrochemicals ,齐鲁石化
Qin Benli,钦本立
Qin Gang,秦刚
Qin Gang ,秦刚
Qin Qing happy life ,秦青的幸福生活
Qin Sunhui,秦逊辉
Qin Sunhui ,秦逊辉
Qincheng Prison ,秦城监狱
Qing,清朝
Qing  tiger,庆＋老虎
Qinghai province pay tribute Longwu Temple monk,青海 日贡 隆务寺 僧人
Qinghai province student,青海 学生
Qinglin,庆林
Qinglin ,庆林
Qingming,清明
qishan,qishan
Qiu Jin,邱进
Qiu Jin ,邱进
QiWest,启西
QSZ-92 Handgun QQ,92手狗QQ
qualitative ,定性
Quan Yin Method,观音法门
Quebec data,魁北克省资料
Queen of slaves ,女王奴隶
Question,质疑
quin yin method ,觀音法門
quit the communist party,退共党
quit the communist party ,退共党
Quit the party,退党网
Quit the party,退谠
quit the tide ,退黨潮
Quitting/Defecting from the Communist Party,退党
Rabble News,屁民报
Rabble News ,屁民报
Radeng Figure Dan Jiang Yi Xi Danba White Gyaltsen ,热振·图旦绛白益西丹巴坚赞
Radio Canada International ,加拿大国际广播电台
Radio France Internationale,法广
Radio France Internationale ,法广
Radio Free Asia,自由亚洲电台
Radio Free Asia,自由亚洲电台
Radius,方圆
Radius ,方圓
rain,雨
rainbow,彩虹
raising a son husband ,养个儿子做丈夫
ranking scumbags ,人渣＋排行榜
Rape,强奸
rape,强暴
Rape ,奸污
Rash,孟浪
Ravens rough,乌鸦 坎坷
RDX,黑索今
RDX supply,黑索金供应
Re-education through labor RTL facility ,劳教所
Re-ignite the fire that has just been extinguished,再次点燃将熄灭之火
read and understand China,读懂中国
read and understand Chinese,读懂中国
Read the first paragraph,段先念
real and effective diploma ,真实有效文凭
Real beautiful woman video chat room,真人美女视频聊天室
real diploma ,真实文凭
Real diploma ,真实文凭
Real Estate Party,地产党
Real estate Party ,地产党
Real God,实际神
real GOd ,实际神
real money dragon tiger game ,真钱龙虎游戏
Real money online casino,网上真钱娱乐场
Real money online casino,真钱网络赌场
real name,实名
real name ,实名
Real passion nude chat,真人激情裸聊
Real person porn,真人色片
real promiscuous site ,真实淫乱现场
Realization of Press and Publication of freedom of speech ,实现新闻出版言论自由
really big breasts ,奶子真大
rebel,造反
REBEL ,造反
Rebel Pepper,变态辣椒
Rebel Pepper ,变态辣椒
Rebiya Kadeer/Qadir,热比娅
Rebiya Kadeer/Qadir,热比亚
Recall,罢免
recall,追思
recall ,缅怀
recall ,追思
recommend their leaders when Tibet ,推荐其当西藏一把手
Recommend Tibet's top leaders,"推荐其当西藏一把手"""
Recorded four,錄四
recording memoirs ,录音回忆录
Records of amorous beauty,风流艳世录
Records of amorous mobsters,流氓风流录
Recruiting young women,招小姐
red bandits,赤匪
red bandits,红匪
Red bandits ,红匪
red communist,赤共
Red Dragon ,大红龙
Red Dragon Gospel ,大红龙 福音
red fee ,赤费
Red hat businessman,红顶商人
Red left Peru ,红楼遗秘
Red Light District recruitment ,红灯区招工
red nobility,红色权贵
Red River Valley Happy Kingdom ,红河谷快乐王国
Red Sweet Dreams ,红楼绮梦
Red Terror,红色恐怖
Red Terror,红色恐怖
Red thugs,赤匪
redress,平反
redress,平反
redress,平反
redress,平反
redress,平反
redress June 4 ,平反VIIV
Redress June fourth,平反六四
redress June Fourth,平反六四
redress vindicate,平*反
referendum ,全民公投
Reform,改革
reform of the political structure,政治体制改革
reform process,改革历程
reform process ,改革歷程
reformist,改革派
reformist ,改革派
Refuel,加油
refuse food,罢饭
refuse food,罢饭
refuse food,罢食
refuse meal,罢餐
refuse to eat,罢吃
refuse to eat,罢吃
Regime insider ,政权内幕
Region,一带
Register,立案
regular army transfer,正规军调入
regular army transfer ,正规军调入
Regular meeting ,例会
regulation of media,媒体管制
reigning emperor,当今皇上
Reincarnation Party ,转世党
relationship between two party valley ,薄谷二人关系
relatives in the US and Canada,亲属在美加
relatives in the US and Canada ,亲属在美加
release from prison ,释放
release nebula ,释星云
release tablets ,放片
released from prison ,出狱
Reliable exclusive sellers of air guns,诚信汽狗专卖
religion  persecution,宗教迫害
Religious oppression,宗教压迫
Religious People's Republic of China ,中華人民共和國宗教
Religious persecution ,宗教迫害
Remarks,言论
Remember July 5 ,纪念七五
Remembrance of past records,往事追忆录
Remembrance/memorial,纪念
remove Xi,除习
remove Xi ,除习
Ren Wanding,任畹町
Ren Xianliang,任贤良
Ren Xianliang ,任贤良
Renminbao newspaper,人民报
Renminbi ,人民幣
renquan,renquan
renRights,ren权
rent out ,出租
Renxue Bing ,任雪冰
reopened website ,解封网站
Report on political reconciliation and democratic reform induced by the people,为政治和解及民主改革致国人书
reporters interviewed ,记者采访
Reporters Without Borders,无国界记者
Reporters without Borders ,無國界記者
reporters without borders ,记者无国界
Repression,鎮壓
Repression by armed police,武警镇压
Repression of Uyghurs ,镇压维人
reprint Global Times,转载环球
Reprint Global times ,转载环球
Republic of China,中华民国
Republic of china ,中華民國
Rescue Xukai Shen ,解救许开生
resettlement of retired military officials,军转安置
resource  WeChat,资源＋微信
respected user ,尊敬的用户
Responsible for choosing songs for clients in private karaoke room ,负责包房内客户点歌
restricted ,限制级
Retired,离休
Return to me Bo Xilai ,还我薄书记 还我共富路
Return to me Bo Xilai return to me the road to mutual prosperity ,“还我薄书记 还我共富路”
Reuters,路透
Reuters ,路透
Reuters  database,路透数据库
Reuters database ,路透数据库
revelation ,启示
Revenge,報仇
Revenge,报仇
Revolution,革命
Revolutionary Military Commission ,中革军委
revolver,左轮手枪
Revolvers ,供应手枪
Revoution ,辛亥革命
Rich girl ,富妹
Rich wives Club ,富婆俱乐部
Rich women,富女
Richard,李泽楷
richest man ,首富
rid emperor of his close attendants,清君侧
"ride crane from ""ride crane westward,"" to pass away",驾鹤
rifle shotgun network ,猎枪网
Right overlooking the street demolition,俯右街 拆迁
Right path/enlightenment,正悟
Right Street overlooking demolition,拆迁 俯右街
Right Street overlooking demolition,拆迁俯右街
rights defence lawyers,维权律师
Rights defense,维权
rights defense,维权
rights defense lawyers,维权律师
rihanna,蕾哈娜（Rihanna）
Rini Ma,日你妈
Rinzinwangmo,仁吉旺姆
Rinzinwangmo ,仁吉旺姆
riot,暴乱
Riot,暴动
Riot,暴動
riot,暴乱
riot ,骚乱
Rise up without any concerns,“起来义无反顾”
Rise up without any concerns/worries ,起来义无反顾
Rita Fan,范徐丽泰
Rita Fan ,范徐丽泰
river bank,江边
River Crab Society,河蟹社会
River Elegy,河殇
River elegy,河殤
River Elegy,河殇
River toad ,江蛤蟆
River toad ,江蟾蜍
Riverside,江边
Road Puja yuan ,道法会元
Roadblock  ,堵路
Robin Li  divorce,李彦宏离婚
Robin Li  divorce,李彦宏离婚
Robin Li  Little Three,李彦宏小三
Robin Li  marriage crisis,李彦宏婚变
Robin Li  mistress,李彦宏小三
Robin Li marriage crisis ,李彦宏婚变
Robinson sat China ,臣坐民
ROC Presidential Office ,中華民國總統府
ROC Red ,青天白日滿地紅
ROC Rule Tibet history ,中華民國治藏歷史
Rogue Communist Party ,流氓共产党
Romance of Political Participation,参政传奇
Romantic grandmaster of a different world,异世之风流大法师
Rose character from Internet novel Tomb of the Gods 神墓,露丝
Roubang,肉棒
Roudong,肉洞
Rougun,肉棍
Roundtable represents the symbol of democracy,象征圆桌表示民主
Rouxue,肉穴
Roving exhbition global body ,全球巡回人体展览
Ruey S. Lin ,林瑞雄
Rui Chenggang  be investigated,芮成钢＋被查
Rui Chenggang  Ling Jihua,芮成钢＋令计划
Rui Chenggang  Wang Qishan,（芮）成钢＋（王）岐山
Rui Chenggang be investigated ,芮成钢＋被查
Rule ,统治
Rule of Law ,法治
ruling class,领导层
ruling class ,领导层
Running official,跑官
running official,跑官
russia,俄国
Russia,俄羅斯
Russia ,俄罗斯
russia secret treaty ,中俄密约
Ruth,露丝
safe ,安
said two wings of peace ,两个翅膀表示和平
Sailing out and landing on the island,出海登岛
saintly slace ,圣奴隶
saintly slaves,圣奴隶
Sakya,萨迦派
Sale of air guns,汽槍出售
Sale of air guns,汽狗批发
sale of arsine ,砷化氢出售
sale of car owner information ,出售车主信息
sale of car owner resources ,出售车主资源
sale of car owner resources ,出售车主资源
sale of client's personal information ,出售客户信息
Sale of college entrance examination information,出售高考考生信息
Sale of college entrance examination registration information,出售高考考生报名信息
sale of company telephone resources ,出售公司电话资源
Sale of counterfeit bills ,出售假钞票
Sale of counterfeit bills ,假发票出售QQ
sale of daggars ,出售匕首qq
sale of detonators and explosives ,出售雷管炸药
Sale of fake RMB,銷售假人民幣
sale of fireworks,出售爆竹
sale of hemp ,麻因出售
sale of hemp fruit ,出售麻果
sale of high quality counterfeit currency ,高仿假鈔銷售
Sale of high quality imitation human skin masks,高仿真面具出售
Sale of high-definition adult USB,出售高清成人电视棒
sale of high-end customer data ,出售高档客户资料
Sale of hunting knives ,猎刀销售qq
Sale of kaempferol cyanide potassium,山奈钾出售
Sale of ketamine ,出售氯胺酮
Sale of Korea Ice ,出售朝鲜冰
sale of latest counterfeit money ,最新假币销售
Sale of machetes ,开山刀出售qq
sale of military and police supplies ,出售军警用品
sale of military crossbows,出售军用弓弩
